House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
21,Gold Road,Tony,James-Baldwin,49,Husband,Married,Male,Youth worker,None,None
21,Gold Road,Brian,James-Baldwin,9,Son,NA,Male,Student,None,NA
22,Gold Road,Helen,Gilbert,41,Head,Single,Female,"Designer, television/film set",None,Christian
22,Gold Road,Declan,Jones,42,Partner,Single,Male,Marine scientist,None,None
23,Gold Road,Amelia,Parker,65,Head,Married,Female,IT trainer,None,Christian
23,Gold Road,Alex,Edwards,67,Husband,Married,Male,Applications developer,None,Christian
23,Gold Road,Lucy,Parker,24,Daughter,Single,Female,Estate manager/land agent,None,None
23,Gold Road,Paige,Parker,20,Daughter,Widowed,Female,University Student,None,None
23,Gold Road,Deborah,Parker,15,Daughter,NA,Female,Student,None,NA
24,Gold Road,Sara,Brennan,46,Head,Married,Female,"Embryologist, clinical",None,Catholic
24,Gold Road,Graeme,Brennan,48,Husband,Married,Male,Minerals surveyor,None,None
24,Gold Road,Connor,Brennan,29,Son,Divorced,Male,"Psychologist, clinical",None,None
24,Gold Road,Stuart,Brennan,25,Son,Single,Male,"Therapist, occupational",None,Catholic
24,Gold Road,Bernard,Brennan,7,Son,NA,Male,Student,None,NA
25,Gold Road,Anne,Adams,39,Head,Divorced,Female,Unemployed,None,Catholic
25,Gold Road,Elizabeth,Adams,10,Daughter,NA,Female,Student,None,NA
26,Gold Road,Hayley,Kirk,40,Head,Single,Female,"Loss adjuster, chartered",None,Christian
26,Gold Road,Henry,Kirk,9,Son,NA,Male,Student,None,NA
26,Gold Road,Jacob,Kirk,9,Son,NA,Male,Student,None,NA
27,Gold Road,Danny,Williamson,41,Head,Single,Male,Unemployed,None,None
27,Gold Road,Denis,Williamson,10,Son,NA,Male,Student,None,NA
27,Gold Road,Marcus,Williamson,10,Son,NA,Male,Student,None,NA
28,Gold Road,Justin,Lee,69,Head,Married,Male,Retired Building control surveyor,None,Christian
28,Gold Road,Kayleigh,Lee,72,Wife,Married,Female,"Retired Programmer, applications",None,Christian
29,Gold Road,Joanna,Francis,65,Head,Single,Female,Clothing/textile technologist, ,Christian
29,Gold Road,Melanie,Francis,24,Daughter,Single,Female,"Editor, film/video",None,None
29,Gold Road,Alexander,Francis,21,Son,Single,Male,University Student,None,Christian
30,Gold Road,Sophie,Baker,67,Head,Married,Female,"Engineer, structural",None,Catholic
30,Gold Road,Brandon,Baker,69,Husband,Married,Male,Retired Charity fundraiser,None,Catholic
30,Gold Road,Geraldine,Baker,29,Daughter,Single,Female,Clinical molecular geneticist,None,Catholic
31,Gold Road,Joanne,Brown,42,Head,Single,Female,Surgeon,None,Christian
31,Gold Road,Claire,Brown,8,Daughter,NA,Female,Student,None,NA
31,Gold Road,Marion,Brown,5,Daughter,NA,Female,Student,None,NA
32,Gold Road,Sally,Scott,70,Head,Married,Female,Retired Communications engineer,None,Christian
32,Gold Road,Mathew,Scott,72,Husband,Married,Male,Retired Paramedic,None,Christian
32,Gold Road,Lydia,Scott,44,Daughter,Divorced,Female,Youth worker,None,Christian
32,Gold Road,Daniel,Scott,41,Son,Single,Male,"Engineer, biomedical",None,None
33,Gold Road,Karen,Wells,55,Head,Married,Female,Oceanographer,None,None
33,Gold Road,Maurice,Wells,60,Husband,Married,Male,"Surveyor, quantity",None,None
33,Gold Road,Lauren,Wells,26,Daughter,Divorced,Female,Public house manager,None,None
34,Gold Road,Jean,Atkinson,21,Head,Single,Female,University Student,None,Methodist
34,Gold Road,Iain,Moore,21,None,Single,Male,University Student,None,None
34,Gold Road,Margaret,Simpson,18,None,Single,Female,University Student,None,None
35,Gold Road,Lucy,Harrison,34,Head,Married,Female,Fish farm manager,None,None
35,Gold Road,Keith,Harrison,36,Husband,Married,Male,Broadcast engineer,None,None
35,Gold Road,Sian,Harrison,6,Daughter,NA,Female,Student,None,NA
36,Gold Road,Geoffrey,Pearce,63,Head,Married,Male,Fast food restaurant manager,None,Christian
36,Gold Road,Melissa,Pearce,63,Wife,Married,Female,"Psychotherapist, child",None,Christian
37,Gold Road,Melanie,Jones,22,Head,Single,Female,University Student,None,None
37,Gold Road,Bruce,Jones,37,None,Single,Male,Clinical cytogeneticist,None,None
37,Gold Road,Dawn,Osborne,32,None,Single,Female,"Programme researcher, broadcasting/film/video",None,None
38,Gold Road,Harry,Hill,65,Head,Married,Male,Bonds trader,None,Christian
38,Gold Road,June,Hill,62,Wife,Married,Female,Lobbyist,None,None
39,Gold Road,Mandy,Ford,31,Head,Single,Female,Radiation protection practitioner,None,None
39,Gold Road,Jessica,Barrett,22,None,Single,Female,University Student,None,Christian
39,Gold Road,Hayley,Jennings,60,None,Single,Female,Archivist,None,Catholic
40,Gold Road,Ashleigh,Bell,27,Head,Single,Female,"Surveyor, planning and development",None,Catholic
40,Gold Road,Charlene,Gardner,44,None,Single,Female,Contractor,None,None
40,Gold Road,Dominic,Brennan,19,None,Single,Male,University Student,None,None
40,Gold Road,Keith,Campbell,64,None,Single,Male,Teaching laboratory technician,None,Methodist
41,Gold Road,Linda,Day,68,Head,Married,Female,Retired Graphic designer,None,Methodist
41,Gold Road,Jordan,Day,79,Husband,Married,Male,Retired Community development worker,None,None
41,Gold Road,Harriet,Thompson-Day,40,Daughter,Single,Female,Equities trader,None,Methodist
41,Gold Road,Peter,Thompson-Day,37,Son,Single,Male,Recycling officer,None,None
41,Gold Road,Patricia,Thompson-Day,33,Daughter,Divorced,Female,Product/process development scientist,None,Methodist
42,Gold Road,Kevin,Hunt,43,Head,Married,Male,Recycling officer,None,Catholic
42,Gold Road,Aimee,Hunt,43,Wife,Married,Female,Nature conservation officer,None,Catholic
42,Gold Road,Robin,Hunt,10,Son,NA,Male,Student,None,NA
43,Gold Road,Sian,Smith,22,Head,Single,Female,Herbalist,None,Christian
43,Gold Road,Philip,Roberts,57,None,Single,Male,"Administrator, sports",None,Christian
43,Gold Road,Kyle,King,51,None,Single,Male,Commercial/residential surveyor,None,Methodist
43,Gold Road,Paul,Harris,48,None,Single,Male,Secretary/administrator,None,Christian
43,Gold Road,Graham,Porter,34,None,Single,Male,Facilities manager,None,None
44,Gold Road,Owen,Webb,43,Head,Single,Male,Agricultural engineer,None,None
44,Gold Road,Cheryl,Smith,42,Partner,Single,Female,"Presenter, broadcasting",Disabled,None
44,Gold Road,Sam,Webb,17,Son,NA,Male,Student,None,NA
45,Gold Road,Karl,Smith,18,Head,Divorced,Male,Student,None,NA
46,Gold Road,Angela,Webster,18,Head,Single,Female,Student,None,NA
46,Gold Road,Richard,Turner,20,None,Single,Male,University Student,None,Catholic
46,Gold Road,Gary,Gill,57,None,Divorced,Male,Forest/woodland manager,None,None
47,Gold Road,Stacey,Ashton,79,Head,Divorced,Female,"Retired Loss adjuster, chartered",None,None
47,Gold Road,Rosie,Ashton,7,Granddaughter,NA,Female,Student,None,NA
1,Mason Roads,Alice,Lawrence,73,Head,Married,Female,Retired Product/process development scientist,None,Christian
1,Mason Roads,Patrick,Lawrence,74,Husband,Married,Male,"Retired Scientist, clinical (histocompatibility and immunogenetics)",None,Christian
1,Mason Roads,Fiona,Lawrence,44,Daughter,Single,Female,Information officer,None,Christian
1,Mason Roads,Mohamed,Lawrence,42,Son,Single,Male,Legal executive,None,Christian
2,Mason Roads,Lee,Butler,89,Head,Married,Male,Retired Art therapist,None,Christian
2,Mason Roads,Caroline,Butler,85,Wife,Married,Female,Retired Writer,None,None
3,Mason Roads,Rosemary,Cook,23,Head,Married,Female,Aid worker,None,Catholic
3,Mason Roads,Clive,Cook,25,Husband,Married,Male,Systems analyst,None,None
4,Mason Roads,Louise,Lloyd,32,Head,Married,Female,"Programmer, systems",None,None
4,Mason Roads,Darren,Lloyd,35,Husband,Married,Male,Arts development officer,None,None
4,Mason Roads,Christine,Lloyd,5,Daughter,NA,Female,Student,None,NA
5,Mason Roads,Nicholas,Davis,41,Head,Married,Male,Amenity horticulturist,None,Catholic
5,Mason Roads,Marilyn,Davis,37,Wife,Married,Female,Chartered accountant,None,Catholic
6,Mason Roads,Clifford,Mason,27,Head,Married,Male,"Pilot, airline",None,None
6,Mason Roads,Ellie,Mason,30,Wife,Married,Female,Herbalist,None,None
7,Mason Roads,Peter,Quinn,22,Head,Single,Male,University Student,None,Methodist
7,Mason Roads,Elliot,Martin,42,None,Single,Male,Translator,None,Methodist
8,Mason Roads,Chelsea,Richardson,54,Head,Single,Female,Dancer,None,Christian
8,Mason Roads,Anna,Richardson,15,Daughter,NA,Female,Student,None,NA
9,Mason Roads,Bethan,Benson,69,Head,Widowed,Female,Retired Secretary/administrator,None,Christian
9,Mason Roads,Ruth,Benson,36,Daughter,Divorced,Female,Psychotherapist,None,Christian
9,Mason Roads,Tracy,Benson,35,Daughter,Single,Female,Unemployed,None,None
10,Mason Roads,Dominic,Porter,79,Head,Divorced,Male,Retired Health visitor,None,Christian
11,Mason Roads,Sophie,Mills,37,Head,Married,Female,Ranger/warden,None,Christian
11,Mason Roads,Richard,Mills,38,Husband,Married,Male,Commercial horticulturist,None,Christian
11,Mason Roads,Nicola,Mills,3,Daughter,NA,Female,Child,None,NA
11,Mason Roads,Russell,Davies,24,Lodger,Single,Male,"Scientist, clinical (histocompatibility and immunogenetics)",None,None
11,Mason Roads,Lydia,McKenzie,56,Lodger,Divorced,Female,"Engineer, drilling",None,Christian
12,Mason Roads,Kenneth,Russell,40,Head,Married,Male,Sales promotion account executive,None,Christian
12,Mason Roads,Molly,Russell,36,Wife,Married,Female,Information officer,None,Christian
13,Mason Roads,Jade,Lewis,27,Head,Married,Female,Advertising account executive,None,None
13,Mason Roads,Liam,Lewis,31,Husband,Married,Male,Contracting civil engineer,None,None
1,Peninsula Drive,Melissa,Gray,46,Head,Married,Female,Unemployed,None,Catholic
1,Peninsula Drive,Gordon,Gray,50,Husband,Married,Male,Commissioning editor,None,Catholic
1,Peninsula Drive,Marion,Gray,14,Daughter,NA,Female,Student,None,NA
2,Peninsula Drive,Rhys,Thornton,53,Head,Single,Male,Radio producer,None,None
2,Peninsula Drive,June,Duncan,53,None,Single,Female,Comptroller,None,Christian
3,Peninsula Drive,Rosie,Marshall,47,Head,Single,Female,Theatre stage manager,None,Christian
3,Peninsula Drive,Elliott,Marshall,13,Son,NA,Male,Student,None,NA
3,Peninsula Drive,Gareth,Marshall,13,Son,NA,Male,Student,None,NA
3,Peninsula Drive,Danny,Marshall,11,Son,NA,Male,Student,None,NA
3,Peninsula Drive,Anne,Marshall,5,Daughter,NA,Female,Student,Physical Disability,NA
4,Peninsula Drive,Brenda,Thomas,69,Head,Widowed,Female,"Retired Surveyor, minerals",None,Jewish
4,Peninsula Drive,Francesca,Thomas,39,Daughter,Single,Female,"Engineer, civil (consulting)",None,Jewish
5,Peninsula Drive,Jake,Woodward,37,Head,Single,Male,"Producer, radio",None,None
6,Peninsula Drive,Jordan,Humphreys,71,Head,Married,Male,Retired Conference centre manager,None,Christian
6,Peninsula Drive,Lindsey,Humphreys,70,Wife,Married,Female,"Retired Merchandiser, retail",None,None
7,Peninsula Drive,Terry,Thomas,53,Head,Married,Male,Music tutor,None,None
7,Peninsula Drive,Sian,Thomas,55,Wife,Married,Female,"Accountant, chartered management",None,None
8,Peninsula Drive,Susan,French,48,Head,Single,Female,Financial controller,None,Christian
8,Peninsula Drive,Peter,French,17,Son,NA,Male,Student,None,NA
9,Peninsula Drive,Jordan,Watson,28,Head,Married,Male,Dance movement psychotherapist,None,Catholic
9,Peninsula Drive,Catherine,Watson,26,Wife,Married,Female,Passenger transport manager,None,Catholic
10,Peninsula Drive,Kayleigh,Williams,39,Head,Single,Female,Unemployed,None,Christian
10,Peninsula Drive,Gavin,Williams,17,Son,NA,Male,Student,None,NA
11,Peninsula Drive,Bethany,Holloway,57,Head,Single,Female,"Investment banker, corporate",None,None
12,Peninsula Drive,Derek,Knight,26,Head,Divorced,Male,Therapeutic radiographer,None,Catholic
13,Peninsula Drive,Toby,Rogers,38,Head,Single,Male,Unemployed,None,None
13,Peninsula Drive,Connor,Rogers,7,Son,NA,Male,Student,None,NA
13,Peninsula Drive,Shane,Rogers,1,Son,NA,Male,Child,None,NA
13,Peninsula Drive,Lucy,Graham-Rogers,0,Daughter,NA,Female,Child, ,NA
14,Peninsula Drive,Sara,Davies,63,Head,Single,Female,"Engineer, structural",None,Christian
14,Peninsula Drive,Shirley,Moore,32,None,Single,Female,Ranger/warden,None,Christian
14,Peninsula Drive,Nathan,Hunt,50,None,Single,Male,"Lecturer, higher education",None,Methodist
15,Peninsula Drive,Gerard,Hall,60,Head,Single,Male,Commercial/residential surveyor,None,Christian
15,Peninsula Drive,Holly,Moore,58,Partner,Single,Female,"Psychotherapist, child",None,Christian
16,Peninsula Drive,Hilary,Allen,73,Head,Divorced,Female,Retired Health and safety adviser,None,Christian
17,Peninsula Drive,Beverley,Moore,72,Head,Married,Female,"Retired Programmer, applications",None,Christian
17,Peninsula Drive,Jacob,Moore,73,Husband,Married,Male,"Retired Education officer, museum",None,Christian
17,Peninsula Drive,Jemma,Moore,35,Daughter,Single,Female,Unemployed,None,Christian
17,Peninsula Drive,Claire,Moore,32,Daughter,Divorced,Female,Chief Operating Officer,None,None
17,Peninsula Drive,Gary,Moore,31,Son,Single,Male,Advice worker,None,None
18,Peninsula Drive,Clive,Leach,46,Head,Divorced,Male,Homeopath,None,None
18,Peninsula Drive,Megan,Leach,19,Daughter,Divorced,Female,University Student,None,None
18,Peninsula Drive,Aaron,Leach,17,Son,NA,Male,Student,None,NA
19,Peninsula Drive,Hayley,Stewart,42,Head,Single,Female,Professor Emeritus,None,Methodist
19,Peninsula Drive,Allan,Stewart,14,Son,NA,Male,Student,None,NA
20,Peninsula Drive,Caroline,Robinson,67,Head,Married,Female,Unemployed,None,Christian
20,Peninsula Drive,Jacob,Robinson,70,Husband,Married,Male,"Retired Engineer, communications",None,None
20,Peninsula Drive,Naomi,Thompson,13,Granddaughter,NA,Female,Student,None,NA
21,Peninsula Drive,Hazel,Anderson,32,Head,Single,Female,Broadcast engineer,None,Buddist
21,Peninsula Drive,Reece,White,33,None,Single,Male,Trade union research officer,None,Methodist
21,Peninsula Drive,Gerard,Bird,59,None,Single,Male,Heritage manager,None,None
21,Peninsula Drive,Marion,Payne,64,None,Single,Female,Unemployed,None,Christian
21,Peninsula Drive,Leah,McCarthy,38,None,Single,Female,Veterinary surgeon,None,Methodist
22,Peninsula Drive,Ashley,Williams,65,Head,Widowed,Male,Podiatrist,None,Methodist
23,Peninsula Drive,Marion,Baker,35,Head,Married,Female,Unemployed,None,None
23,Peninsula Drive,Christopher,Baker,34,Husband,Married,Male,Speech and language therapist,None,None
23,Peninsula Drive,Jason,Goddard-Baker,11,Son,NA,Male,Student,None,NA
24,Peninsula Drive,Christine,Evans,34,Head,Married,Female,Cytogeneticist,None,Muslim
24,Peninsula Drive,Andrew,Evans,36,Husband,Married,Male,Merchant navy officer,None,Muslim
24,Peninsula Drive,Tina,Evans,6,Daughter,NA,Female,Student,None,NA
25,Peninsula Drive,Luke,Jones,79,Head,Widowed,Male,Retired Theatre director,None,Christian
26,Peninsula Drive,Diana,Curtis,51,Head,Married,Female,Ceramics designer,None,Christian
26,Peninsula Drive,Carl,Curtis,52,Husband,Married,Male,Set designer,None,None
27,Peninsula Drive,Emily,Davies,37,Head,Married,Female,"Designer, blown glass/stained glass",None,Christian
27,Peninsula Drive,Joel,Davies,39,Husband,Married,Male,"Teacher, English as a foreign language",None,Christian
27,Peninsula Drive,Anne,Davies,22,Daughter,Single,Female,University Student,None,None
27,Peninsula Drive,Louise,Davies,7,Daughter,NA,Female,Student,None,NA
27,Peninsula Drive,Leon,Davies,5,Son,NA,Male,Student,None,NA
28,Peninsula Drive,Kelly,Wells,58,Head,Single,Female,Therapeutic radiographer,None,Christian
28,Peninsula Drive,Glen,Francis,61,Partner,Single,Male,Customer service manager,None,Christian
29,Peninsula Drive,Irene,James,44,Head,Married,Female,"Administrator, sports",None,None
29,Peninsula Drive,Damian,James,46,Husband,Married,Male,Dancer,None,None
29,Peninsula Drive,Sara,James,13,Daughter,NA,Female,Student,None,NA
29,Peninsula Drive,Alan,James,12,Son,NA,Male,Student,None,NA
29,Peninsula Drive,Abigail,James,9,Daughter,NA,Female,Student,None,NA
30,Peninsula Drive,Jayne,Dean,73,Head,Married,Female,"Retired Teacher, primary school",None,Christian
30,Peninsula Drive,Kevin,Dean,75,Husband,Married,Male,"Retired Social research officer, government",None,Christian
30,Peninsula Drive,Christine,Dean,31,Daughter,Divorced,Female,Child psychotherapist,None,None
31,Peninsula Drive,Andrea,Kelly,65,Head,Divorced,Female,"Horticulturist, amenity",None,Christian
31,Peninsula Drive,Shannon,Kelly,26,Daughter,Single,Female,Theatre manager,None,None
31,Peninsula Drive,Nathan,Kelly,23,Son,Divorced,Male,Art therapist,None,None
31,Peninsula Drive,Denis,Harding-Kelly,18,Son,Divorced,Male,Student,None,None
32,Peninsula Drive,Pauline,Hill,40,Head,Single,Female,Technical sales engineer,None,Methodist
32,Peninsula Drive,Eleanor,Martin,39,None,Single,Female,Barrister's clerk,None,Catholic
32,Peninsula Drive,Hilary,Stanley,53,None,Single,Female,Television floor manager,None,Christian
33,Peninsula Drive,Abdul,Cole,31,Head,Single,Male,Tour manager,None,None
34,Peninsula Drive,Jenna,Khan,52,Head,Married,Female,Counsellor,None,None
34,Peninsula Drive,Gary,Khan,54,Husband,Married,Male,Patent examiner,None,None
34,Peninsula Drive,Barbara,Khan,14,Daughter,NA,Female,Student,None,NA
35,Peninsula Drive,Beverley,Thorpe,50,Head,Married,Female,Toxicologist,None,Christian
35,Peninsula Drive,Henry,Thorpe,57,Husband,Married,Male,Acupuncturist,None,Christian
35,Peninsula Drive,Anna,Thorpe,18,Daughter,Single,Female,Student,None,None
35,Peninsula Drive,Jacob,Thorpe,18,Son,Widowed,Male,Student,None,None
35,Peninsula Drive,Stephanie,Thorpe,16,Daughter,NA,Female,Student,None,NA
36,Peninsula Drive,Clive,Lewis,61,Head,Married,Male,Public house manager,None,Christian
36,Peninsula Drive,Julie,Lewis,54,Wife,Married,Female,"Engineer, electronics",None,Christian
37,Peninsula Drive,Clive,Brown,20,Head,Single,Male,University Student,None,Christian
37,Peninsula Drive,Irene,Taylor,61,None,Single,Female,"Administrator, charities/voluntary organisations",None,None
37,Peninsula Drive,Annette,Thomas,51,None,Single,Female,Investment analyst,None,None
37,Peninsula Drive,Geraldine,Evans,29,None,Single,Female,Herbalist,None,Muslim
37,Peninsula Drive,Leah,Turnbull,48,None,Single,Female,Bookseller,None,Christian
38,Peninsula Drive,Angela,Greenwood,44,Head,Married,Female,Physiotherapist,None,Methodist
38,Peninsula Drive,Dominic,Greenwood,51,Husband,Married,Male,Youth worker,None,Methodist
38,Peninsula Drive,Jeremy,Greenwood,17,Son,NA,Male,Student,None,NA
39,Peninsula Drive,Mohamed,Brown,46,Head,Divorced,Male,Health physicist,Physical Disability,Methodist
39,Peninsula Drive,Clifford,Turner,54,None,Single,Male,Personnel officer,None,Muslim
40,Peninsula Drive,Maria,Tomlinson,58,Head,Married,Female,Purchasing manager,None,Christian
40,Peninsula Drive,George,Tomlinson,60,Husband,Married,Male,Homeopath,None,Christian
40,Peninsula Drive,Kimberley,Tomlinson,25,Daughter,Single,Female,Applications developer,None,Christian
40,Peninsula Drive,Thomas,Tomlinson,19,Son,Divorced,Male,University Student,None,Christian
